"","CC18_322a","CC18_322b","CC18_322c_new","CC18_322d_new","CC18_322c","CC18_322f"
"41873",2,1,2,2,2,2
"41874",2,1,2,2,2,2
"41875",2,1,2,2,2,1
"41876",1,1,2,1,1,2
"41877",1,1,1,1,1,1
"41878",2,1,2,2,2,2
"41879",1,2,1,1,1,1
"41880",2,1,2,1,2,2
"41881",1,1,1,1,1,1
"41882",2,1,1,2,2,1
"41883",2,1,2,2,2,2
"41884",2,1,2,2,1,1
"41885",2,1,2,2,2,2
"41886",2,1,2,1,2,2
"41887",1,2,1,2,1,1
"41888",1,1,1,1,1,1
"41889",2,1,2,1,2,1
"41890",2,1,2,2,2,2
"41891",2,1,2,2,2,2
"41892",2,1,2,2,2,1
"41893",1,1,2,2,1,2
"41894",1,1,1,1,1,2
"41895",2,1,2,2,1,1
"41896",1,1,1,1,2,1
"41897",1,2,1,1,2,2
"41898",2,1,2,2,2,2
"41899",2,1,2,1,1,1
"41900",2,2,2,2,2,2
"41901",1,1,2,2,2,2
"41902",2,2,2,1,1,2
"41903",2,1,2,2,2,2
"41904",1,2,1,1,2,1
"41905",2,2,1,1,2,2
"41906",1,2,1,2,1,1
"41907",1,2,1,1,1,1
"41908",2,1,2,2,2,1
"41909",1,1,1,1,1,1
"41910",1,2,1,1,1,1
"41911",2,1,2,2,2,1
"41912",1,1,1,1,1,1
"41913",1,1,1,1,1,1
"41914",2,1,2,2,2,2
"41915",2,1,1,2,2,2
"41916",1,1,2,2,1,2
"41917",1,2,1,2,1,1
"41918",1,1,1,1,1,1
"41919",1,1,2,1,2,1
"41920",1,1,1,1,2,2
"41921",2,2,1,2,2,2
"41922",1,1,1,2,1,1
"41923",2,1,2,2,2,2
"41924",1,1,1,1,1,1
"41925",2,1,2,2,2,2
"41926",2,1,2,2,1,2
"41927",2,1,2,2,2,2
"41928",2,1,1,2,2,2
"41929",1,2,1,2,1,1
"41930",1,1,2,1,2,1
"41931",1,1,1,1,1,1
"41932",2,1,2,2,2,2
"41933",1,1,1,1,1,1
"41934",2,1,2,2,2,2
"41935",2,1,1,1,2,2
"41936",2,1,2,2,1,1
"41937",2,1,2,2,2,2
"41938",2,1,1,2,2,2
"41939",2,2,1,2,1,1
"41940",2,2,2,2,1,2
"41941",2,1,2,2,2,2
"41942",2,1,1,2,2,2
"41943",2,2,2,2,2,1
"41944",2,1,1,1,1,2
"41945",2,1,2,2,2,2
"41946",2,1,2,2,2,2
"41947",2,1,2,2,2,2
"41948",1,1,1,1,1,1
"41949",2,1,2,2,2,2
"41950",1,1,2,1,2,2
"41951",2,1,2,1,2,2
"41952",2,1,1,2,1,1
"41953",1,2,1,1,1,1
"41954",1,2,2,2,1,1
"41955",1,1,1,1,1,2
"41956",1,1,1,1,1,1
"41957",2,1,2,2,1,1
"41958",2,2,1,2,1,2
"41959",1,1,1,1,1,1
"41960",1,1,1,1,1,1
"41961",2,1,1,2,2,2
"41962",2,2,1,2,2,2
"41963",2,1,2,2,1,1
"41964",1,1,2,2,1,1
"41965",1,2,1,1,1,1
"41966",1,1,2,1,2,2
"41967",2,2,2,2,2,2
"41968",1,1,1,1,1,1
"41969",2,1,1,2,1,1
"41970",2,1,1,2,2,2
"41971",2,1,2,2,2,2
"41972",1,1,1,2,1,1
"41973",2,1,2,2,2,1
"41974",1,1,2,2,2,1
"41975",1,2,2,2,1,2
"41976",2,1,2,1,2,1
"41977",2,1,2,2,2,2
"41978",1,2,1,1,1,1
"41979",2,1,2,2,2,2
"41980",1,1,1,1,1,1
"41981",1,1,1,1,1,1
"41982",2,1,2,2,2,1
"41983",1,2,1,1,1,1
"41984",1,1,1,1,1,1
"41985",1,2,1,2,2,2
"41986",2,1,1,2,2,1
"41987",1,2,1,2,2,2
"41988",1,2,2,2,1,1
"41989",1,1,2,2,1,2
"41990",1,2,1,2,1,1
"41991",2,1,2,2,2,1
"41992",2,1,2,1,1,1
"41993",2,1,1,2,2,2
"41994",2,1,2,2,2,2
"41995",2,1,2,2,2,1
"41996",2,1,2,1,2,2
"41997",2,2,2,2,2,2
"41998",1,1,1,1,1,1
"41999",1,2,1,1,1,1
"42000",1,1,2,2,2,2
"42001",2,1,1,2,2,2
"42002",1,1,1,1,1,1
"42003",2,1,2,2,2,1
"42004",2,1,2,2,1,1
"42005",2,1,2,1,2,2
"42006",2,2,1,2,1,1
"42007",2,1,2,1,2,2
"42008",1,1,2,2,1,1
"42009",1,1,1,1,1,1
"42010",2,1,1,2,1,1
"42011",1,1,1,1,1,1
"42012",2,1,2,2,2,2
"42013",2,1,2,2,2,2
"42014",2,1,2,2,1,1
"42015",2,1,2,1,2,2
"42016",1,1,2,2,2,2
"42017",1,1,1,2,1,1
"42018",1,2,1,2,2,1
"42019",1,1,1,1,1,1
"42020",2,1,2,2,2,1
"42021",2,1,2,2,2,2
"42022",1,1,1,2,1,2
"42023",1,1,2,2,1,1
"42024",2,1,2,1,1,1
"42025",1,2,1,1,1,1
"42026",1,1,1,1,1,1
"42027",1,1,1,1,1,1
"42028",1,1,2,2,1,1
"42029",1,1,1,1,1,1
"42030",2,1,2,2,2,2
"42031",2,1,1,2,2,2
"42032",1,1,1,1,2,2
"42033",2,1,2,2,2,2
"42034",1,2,2,2,1,1
"42035",1,2,2,2,2,2
"42036",1,2,1,2,1,1
"42037",2,1,2,2,2,2
"42038",2,1,2,2,1,2
"42039",2,2,2,2,2,2
"42040",2,2,1,2,1,1
"42041",1,1,2,1,2,1
"42042",2,1,2,2,2,2
"42043",2,1,2,2,2,2
"42044",2,1,1,2,2,1
"42045",1,2,2,2,1,1
"42046",2,1,2,2,2,2
"42047",2,1,1,2,2,1
"42048",2,1,2,2,2,2
"42049",2,1,2,2,2,2
"42050",1,2,2,2,1,1
"42051",2,1,2,2,2,2
"42052",2,1,2,2,1,1
"42053",2,1,2,2,1,2
"42054",2,2,1,1,1,2
"42055",1,1,1,1,2,2
"42056",1,2,1,1,2,2
"42057",2,1,2,2,1,1
"42058",1,1,2,2,1,2
"42059",2,2,1,2,1,1
"42060",1,2,2,1,2,1
"42061",2,1,1,1,2,2
"42062",1,1,1,1,2,1
"42063",2,2,2,2,2,2
"42064",1,1,1,1,1,1
"42065",1,1,1,1,1,1
"42066",2,1,2,2,2,1
"42067",1,1,1,1,1,1
"42068",2,1,2,2,2,2
"42069",2,1,2,2,2,2
"42070",2,1,2,2,1,1
"42071",1,2,1,1,1,1
"42072",1,2,1,1,1,1
"42073",2,2,1,2,2,1
"42074",2,1,2,2,2,2
"42075",2,1,1,2,1,1
"42076",1,1,2,1,2,2
"42077",1,1,1,1,1,1
"42078",2,1,1,2,2,2
"42079",1,1,1,1,1,1
"42080",2,1,2,2,2,2
"42081",2,1,2,2,2,2
"42082",1,1,1,1,1,1
"42083",2,1,1,2,2,2
"42084",1,2,2,2,1,2
"42085",2,1,1,2,1,1
"42086",2,1,1,2,1,1
"42087",1,2,1,1,2,1
"42088",1,1,1,1,1,1
"42089",1,2,1,2,1,1
"42090",1,2,1,2,1,2
"42091",2,1,2,1,2,2
"42092",2,1,2,2,2,2
"42093",1,2,1,2,1,1
"42094",1,2,1,2,1,1
"42095",1,1,1,1,1,1
"42096",2,1,2,1,2,2
"42097",2,1,2,2,2,2
"42098",2,1,1,2,1,2
"42099",2,1,1,2,2,2
"42100",2,1,2,1,2,2
"42101",2,1,2,2,1,2
"42102",2,1,1,2,2,1
"42103",1,2,1,1,1,2
"42104",2,1,2,2,2,2
"42105",1,1,1,1,1,1
"42106",2,1,2,2,2,1
"42107",1,2,1,2,1,2
"42108",1,2,2,2,1,1
"42109",1,2,2,2,2,2
"42110",2,1,2,2,2,1
"42111",1,1,2,1,1,2
"42112",1,1,1,1,1,1
"42113",1,1,1,1,1,1
"42114",2,1,1,2,2,1
"42115",1,1,2,1,1,1
"42116",1,1,1,1,1,2
"42117",1,1,1,2,2,2
"42118",2,2,2,2,2,2
"42119",2,1,2,1,1,1
"42120",1,2,1,1,1,1
"42121",1,2,2,2,1,2
"42122",1,2,2,2,2,2
"42123",2,1,2,2,2,2
"42124",2,1,2,2,2,2
"42125",2,1,1,1,1,1
"42126",2,1,2,2,2,2
"42127",1,2,1,2,1,1
"42128",1,1,2,1,1,1
"42129",1,2,1,1,1,1
"42130",1,1,1,1,1,1
"42131",2,1,2,2,2,1
"42132",1,1,1,2,2,2
"42133",2,1,2,2,2,2
"42134",1,2,1,2,2,1
"42135",1,2,1,2,1,1
"42136",2,1,2,2,1,1
"42137",2,1,2,2,2,1
"42138",2,1,2,2,2,2
"42139",1,1,1,1,2,2
"42140",2,1,2,2,2,2
"42141",2,1,2,2,2,2
"42142",2,1,2,2,1,1
"42143",1,2,1,2,1,1
"42144",1,2,2,2,1,2
"42145",2,1,2,2,2,2
"42146",2,1,2,2,2,2
"42147",2,1,2,2,2,2
"42148",1,1,2,2,2,1
"42149",2,1,2,1,2,2
"42150",2,1,2,2,2,1
"42151",2,1,2,2,2,2
"42152",2,2,2,2,1,1
"42153",1,1,2,1,1,1
"42154",2,1,2,2,2,1
"42155",2,1,2,2,2,1
"42156",2,1,2,2,2,2
"42157",1,2,1,2,1,1
"42158",2,1,2,2,2,2
"42159",1,2,2,2,1,1
"42160",2,1,2,1,2,2
"42161",1,1,1,1,1,2
"42162",2,1,2,2,2,2
"42163",1,1,1,1,1,1
"42164",1,1,1,1,1,1
"42165",1,1,1,1,1,1
"42166",2,1,2,2,2,2
"42167",2,1,2,2,2,2
"42168",2,1,2,2,2,2
"42169",1,1,2,1,1,2
"42170",2,1,2,2,2,2
"42171",2,1,2,2,2,2
"42172",2,1,2,2,2,2
"42173",1,2,1,2,1,1
"42174",2,1,2,2,2,1
"42175",1,1,2,1,1,2
"42176",2,1,2,2,1,1
"42177",2,1,2,2,2,1
"42178",1,1,2,2,1,2
"42179",2,1,2,2,1,1
"42180",2,1,2,2,2,2
"42181",2,1,2,2,2,2
"42182",1,1,2,1,2,1
"42183",2,1,2,1,2,2
"42184",2,1,1,2,2,2
"42185",1,2,1,1,1,2
"42186",1,1,1,1,1,1
"42187",2,1,2,2,1,2
"42188",2,1,2,2,2,2
"42189",2,1,2,2,2,1
"42190",2,1,2,2,2,2
"42191",2,1,2,2,2,2
"42192",1,1,1,1,1,1
"42193",2,1,2,2,2,2
"42194",2,1,2,2,2,2
"42195",2,1,2,2,2,2
"42196",2,1,2,1,2,2
"42197",2,1,2,2,2,2
"42198",2,1,1,1,1,2
"42199",2,1,2,2,2,2
"42200",1,2,2,2,2,1
"42201",1,1,1,1,2,2
"42202",1,1,1,1,1,2
"42203",1,1,1,1,1,1
"42204",2,1,2,2,2,2
"42205",1,2,2,2,1,1
"42206",1,1,1,1,1,1
"42207",1,1,1,1,1,1
"42208",2,2,1,1,1,1
"42209",1,1,1,2,2,2
"42210",2,1,2,2,1,1
"42211",1,1,1,1,1,1
"42212",2,1,2,2,2,1
"42213",1,1,2,1,1,2
"42214",1,1,2,1,1,1
"42215",2,1,2,2,2,1
"42216",2,1,1,1,2,2
"42217",1,1,1,1,1,1
"42218",1,1,1,1,1,1
"42219",1,1,2,1,2,1
"42220",2,1,2,2,2,2
"42221",2,1,2,1,2,1
"42222",2,2,2,1,2,2
"42223",2,1,2,2,1,1
"42224",2,1,2,2,2,1
"42225",2,1,2,2,2,2
"42226",2,1,2,1,2,1
"42227",2,1,2,2,2,2
"42228",2,1,1,1,1,1
"42229",2,1,2,2,2,2
"42230",2,1,2,2,2,2
"42231",2,1,2,2,2,2
"42232",2,1,2,2,2,2
"42233",2,1,2,2,2,1
"42234",2,1,2,2,2,2
"42235",2,1,2,1,2,1
"42236",1,1,1,1,1,1
"42237",2,1,2,2,1,1
"42238",1,2,1,2,1,2
"42239",1,2,1,1,1,1
"42240",2,1,1,2,2,2
"42241",2,1,2,2,2,2
"42242",2,2,2,2,2,1
"42243",1,1,2,1,2,1
"42244",2,1,2,2,2,2
"42245",2,1,2,1,2,2
"42246",2,1,2,2,2,2
"42247",2,1,2,2,2,2
"42248",2,1,2,2,2,2
"42249",2,2,2,2,2,2
"42250",2,1,1,2,2,1
"42251",2,1,2,2,2,2
"42252",1,1,2,1,1,1
"42253",1,1,1,1,1,1
"42254",1,2,1,1,1,1
"42255",2,1,2,2,1,2
"42256",2,1,1,2,2,2
"42257",2,1,2,2,2,1
"42258",2,1,2,2,2,2
"42259",2,1,2,2,2,2
"42260",1,2,1,1,1,1
"42261",2,1,2,1,2,2
"42262",1,1,1,1,1,1
"42263",1,1,1,1,1,1
"42264",1,1,1,1,1,1
"42265",1,1,2,1,1,1
"42266",2,1,2,2,2,1
"42267",1,2,1,2,1,1
"42268",2,1,1,1,2,1
"42269",2,1,2,2,2,2
"42270",1,2,1,2,2,2
"42271",2,1,2,2,2,2
"42272",1,1,2,2,1,2
"42273",1,2,1,2,1,1
"42274",2,1,2,2,2,1
"42275",2,1,2,2,2,1
"42276",2,1,2,2,2,2
"42277",1,2,2,2,1,2
"42278",2,1,2,2,2,2
"42279",2,1,2,2,2,2
"42280",2,2,2,2,1,1
"42281",1,1,2,2,1,1
"42282",2,1,2,2,2,2
"42283",2,1,2,2,2,2
"42284",1,1,1,1,2,1
"42285",1,1,1,1,1,1
"42286",2,1,1,2,1,1
"42287",1,1,2,2,1,1
"42288",2,1,2,2,2,2
"42289",2,1,2,2,2,1
"42290",2,1,1,1,2,2
"42291",2,1,2,2,2,2
"42292",2,1,1,2,1,1
"42293",1,1,1,1,1,1
"42294",2,1,1,1,1,1
"42295",1,1,2,1,1,1
"42296",2,1,2,2,2,2
"42297",2,1,2,2,1,2
"42298",2,1,2,2,2,2
"42299",2,1,1,2,2,1
"42300",2,1,1,2,2,2
"42301",2,1,2,2,2,2
"42302",2,1,1,1,2,1
"42303",1,2,1,2,1,1
"42304",1,1,2,2,1,1
"42305",1,1,1,1,1,1
"42306",2,1,1,2,2,2
"42307",1,2,1,1,1,1
"42308",2,1,2,2,2,2
"42309",2,1,2,2,2,2
"42310",2,1,2,2,2,2
"42311",1,2,1,2,1,1
"42312",1,1,1,1,1,1
"42313",2,1,1,2,1,1
"42314",1,1,1,2,1,2
"42315",2,1,2,2,2,2
"42316",2,1,2,2,2,2
"42317",1,1,2,1,2,2
"42318",2,1,2,2,2,1
"42319",2,1,2,2,2,2
"42320",2,2,2,2,2,2
"42321",2,1,2,1,2,2
"42322",2,1,2,2,2,2
"42323",1,2,1,2,1,2
"42324",2,1,2,2,2,1
"42325",2,1,2,2,2,2
"42326",2,1,1,1,2,2
"42327",2,1,2,2,2,2
"42328",2,1,1,2,2,1
"42329",2,1,2,2,2,2
"42330",2,1,1,2,2,2
"42331",2,1,2,2,2,2
"42332",2,1,2,2,2,1
"42333",2,1,2,2,2,2
"42334",1,2,1,2,1,1
"42335",2,1,2,2,2,1
"42336",2,1,2,2,2,2
"42337",1,1,1,1,1,1
"42338",2,1,2,2,2,2
"42339",2,1,1,1,2,2
"42340",1,2,2,1,1,1
"42341",2,1,2,2,2,2
"42342",2,1,2,2,2,2
"42343",2,1,2,2,2,2
"42344",2,1,2,2,2,2
"42345",2,1,2,2,2,2
"42346",2,1,2,1,2,2
"42347",1,2,1,2,1,1
"42348",2,1,2,2,2,2
"42349",2,1,2,2,2,2
"42350",2,1,2,2,2,2
"42351",2,1,2,2,2,1
"42352",2,1,2,2,2,2
"42353",2,1,2,2,2,2
"42354",1,1,2,2,2,1
"42355",2,1,2,2,2,2
"42356",2,1,2,2,1,2
"42357",2,1,2,2,2,1
"42358",2,1,2,2,2,2
"42359",1,2,1,1,1,2
"42360",1,1,2,2,2,1
"42361",2,1,1,2,2,2
"42362",2,1,1,1,2,2
"42363",2,1,2,1,2,1
"42364",1,2,2,2,1,1
"42365",2,1,2,2,2,2
"42366",1,1,1,1,1,1
"42367",2,1,2,1,1,2
"42368",1,2,2,1,1,2
"42369",2,1,2,2,2,2
"42370",2,1,2,2,2,2
"42371",2,1,2,2,2,1
"42372",2,1,2,1,2,2
"42373",2,1,2,2,2,2
"42374",2,2,1,1,1,1
"42375",2,1,2,2,2,2
"42376",1,1,1,1,1,1
"42377",1,2,1,1,1,1
"42378",2,2,2,2,2,2
"42379",2,1,2,2,2,2
"42380",2,1,2,2,1,1
"42381",1,2,1,2,1,1
"42382",2,1,1,2,1,2
"42383",2,1,2,2,2,2
"42384",2,1,2,2,1,2
"42385",2,1,2,1,1,2
"42386",2,1,2,2,2,2
"42387",2,1,2,2,1,2
"42388",2,1,2,1,2,2
"42389",2,1,2,1,2,2
"42390",2,1,2,2,2,2
"42391",2,1,2,2,2,2
"42392",2,1,2,2,2,2
"42393",2,1,2,2,1,2
"42394",2,1,1,2,1,1
"42395",2,1,2,2,2,2
"42396",1,1,2,1,2,1
"42397",2,1,2,2,1,2
"42398",2,1,2,2,2,2
"42399",2,1,2,2,2,2
"42400",2,1,2,2,2,2
"42401",2,1,2,2,2,2
"42402",2,1,1,2,2,1
"42403",2,1,2,2,2,1
"42404",2,1,2,2,2,2
"42405",2,1,2,2,2,1
"42406",2,1,1,1,2,1
"42407",2,1,2,2,2,2
"42408",2,1,2,2,1,1
"42409",2,2,1,2,1,1
"42410",2,1,2,2,2,2
"42411",2,1,2,2,2,2
"42412",2,1,2,2,1,2
"42413",2,1,2,2,2,2
"42414",1,1,1,1,1,1
"42415",2,1,2,2,2,1
"42416",2,1,1,1,1,2
"42417",2,2,2,2,2,2
"42418",1,2,1,2,2,1
"42419",2,1,2,2,2,1
"42420",2,1,2,1,2,2
"42421",2,1,2,2,1,2
"42422",1,2,1,2,2,1
"42423",2,1,2,2,2,1
"42424",1,1,1,1,1,2
"42425",2,1,2,2,2,2
"42426",2,1,2,2,1,2
"42427",2,1,2,2,2,2
"42428",2,1,2,2,2,2
"42429",2,1,2,2,2,2
"42430",2,1,2,2,2,2
"42431",2,1,2,2,1,1
"42432",2,1,2,1,2,2
"42433",2,2,2,2,2,2
"42434",2,1,2,2,2,2
"42435",1,1,1,1,2,2
"42436",2,1,2,2,2,2
"42437",2,1,2,2,2,2
"42438",1,1,1,1,1,1
"42439",1,1,1,1,1,1
"42440",1,1,1,2,1,1
"42441",2,1,2,2,2,2
"42442",2,1,2,2,2,1
"42443",2,1,2,2,2,2
"42444",1,2,1,1,1,2
"42445",2,1,2,2,2,2
"42446",1,2,1,2,1,1
"42447",2,1,2,2,1,1
"42448",1,2,1,1,1,1
"42449",1,1,2,2,1,1
"42450",1,2,1,2,1,1
"42451",2,1,2,2,1,1
"42452",2,1,2,2,2,2
"42453",1,2,2,2,1,1
"42454",1,2,1,2,1,1
"42455",1,2,1,2,1,1
"42456",1,1,1,1,1,1
"42457",1,2,1,2,1,1
"42458",1,1,1,1,1,1
"42459",1,2,1,1,1,1
"42460",1,2,1,1,1,1
"42461",2,1,1,2,1,1
"42462",1,2,1,2,1,1
"42463",1,1,1,2,1,1
"42464",2,1,2,2,2,2
"42465",2,1,1,1,1,1
"42466",2,1,2,2,2,2
"42467",1,2,1,2,1,1
"42468",1,2,2,2,1,1
"42469",1,2,1,1,1,1
"42470",2,1,2,2,2,2
"42471",1,2,1,2,1,1
"42472",2,1,2,2,2,2
"42473",1,2,2,2,2,2
"42474",2,1,2,2,2,2
"42475",2,1,2,2,2,2
"42476",1,1,2,1,1,2
"42477",1,2,1,1,1,2
"42478",2,1,2,2,2,2
"42479",1,2,1,1,1,1
"42480",1,2,1,2,1,2
"42481",1,2,1,1,1,1
"42482",2,2,1,2,2,1
"42483",1,2,1,1,1,1
"42484",2,1,1,2,1,1
"42485",1,1,1,1,1,1
"42486",1,1,1,1,2,2
"42487",1,1,2,1,2,1
"42488",2,1,1,1,1,2
"42489",1,1,2,2,1,1
"42490",1,1,2,1,1,1
"42491",1,1,1,1,1,1
"42492",1,2,2,2,2,1
"42493",1,2,1,1,1,1
"42494",2,1,2,2,2,2
"42495",1,1,1,1,1,1
"42496",1,2,1,1,1,1
"42497",2,1,2,1,1,1
"42498",1,2,2,2,1,2
"42499",2,1,2,2,2,2
"42500",1,2,1,1,1,1
"42501",1,1,1,1,1,1
"42502",1,1,1,1,1,1
"42503",1,2,1,2,1,1
"42504",2,1,2,2,2,1
"42505",1,1,1,1,1,1
"42506",1,2,2,1,1,2
"42507",1,1,1,2,1,2
"42508",2,1,2,2,2,2
"42509",2,1,1,2,2,1
"42510",1,2,1,2,1,1
"42511",2,1,2,2,2,2
"42512",2,1,1,1,1,1
"42513",2,1,2,2,2,2
"42514",2,1,1,2,2,2
"42515",2,1,2,2,2,2
"42516",1,1,1,1,2,1
"42517",2,1,2,2,1,1
"42518",2,1,2,1,2,2
"42519",2,2,2,2,2,2
"42520",2,2,2,2,2,2
"42521",1,1,1,1,1,1
"42522",2,2,1,2,2,2
"42523",1,2,1,2,1,1
"42524",2,1,2,1,2,2
"42525",2,1,2,2,1,2
"42526",1,2,1,1,2,1
"42527",1,1,1,1,1,1
"42528",1,1,2,1,1,1
"42529",1,1,2,2,1,1
"42530",2,1,2,2,2,2
"42531",2,1,2,2,2,2
"42532",2,2,2,2,1,2
"42533",2,1,2,2,2,2
"42534",2,1,2,2,2,2
"42535",2,1,2,2,2,2
"42536",2,1,2,2,2,2
"42537",2,1,2,2,2,2
"42538",2,2,2,2,2,2
"42539",2,1,2,2,2,2
"42540",2,1,2,2,2,2
"42541",2,1,2,2,2,2
"42542",2,1,2,2,1,1
"42543",2,1,2,2,2,2
"42544",2,1,2,2,2,1
"42545",2,1,1,2,1,2
"42546",2,1,2,2,2,2
"42547",2,2,1,2,2,1
"42548",2,1,2,2,1,1
"42549",2,1,2,1,2,2
"42550",2,1,2,2,2,2
"42551",2,2,1,2,1,1
"42552",2,1,2,2,2,2
"42553",2,1,2,2,2,2
"42554",2,1,2,2,2,2
"42555",2,1,1,2,2,2
"42556",2,1,2,2,2,1
"42557",2,2,1,2,1,1
"42558",2,1,2,2,2,2
"42559",2,2,1,2,1,1
"42560",1,1,1,1,2,1
"42561",2,1,1,2,1,2
"42562",2,1,2,1,2,1
"42563",1,2,2,1,1,1
"42564",1,1,1,1,1,1
"42565",1,1,1,2,2,1
"42566",2,1,2,2,2,1
"42567",1,1,2,1,1,1
"42568",2,1,2,1,2,2
"42569",2,2,1,1,1,1
"42570",2,1,2,2,2,2
"42571",2,1,1,1,2,2
"42572",1,2,2,2,1,1
"42573",2,1,2,2,2,2
"42574",1,2,1,2,1,1
"42575",1,1,2,2,1,1
"42576",1,1,1,1,1,1
"42577",2,1,2,2,2,2
"42578",2,1,2,2,2,2
"42579",2,1,2,2,2,2
"42580",2,1,2,2,2,2
"42581",2,1,2,1,2,2
"42582",1,1,1,1,1,1
"42583",2,1,2,2,2,2
"42584",1,1,2,2,1,2
"42585",2,1,2,2,2,2
"42586",1,1,1,1,1,1
"42587",2,1,2,2,2,2
"42588",1,1,1,1,1,1
"42589",1,1,1,1,1,1
"42590",1,1,2,2,1,1
"42591",1,2,1,1,1,2
"42592",2,1,2,2,2,2
"42593",2,1,1,1,2,2
"42594",2,1,2,1,2,1
"42595",1,1,2,2,2,1
"42596",2,2,2,2,2,2
"42597",1,1,1,1,1,1
"42598",1,1,1,2,1,1
"42599",2,1,1,2,1,1
"42600",2,1,2,2,2,2
"42601",1,1,2,2,1,1
"42602",2,1,2,1,1,2
"42603",2,2,2,2,2,1
"42604",1,1,1,1,1,1
"42605",2,1,2,2,1,2
"42606",2,1,2,1,2,2
"42607",2,1,2,2,2,2
"42608",1,1,2,1,1,1
"42609",2,1,2,2,2,2
"42610",2,1,2,2,2,2
"42611",1,2,1,1,1,1
"42612",2,1,1,2,2,1
"42613",2,1,1,2,2,2
"42614",1,2,1,2,1,1
"42615",NA,1,2,2,2,1
"42616",2,1,2,2,1,1
"42617",1,2,1,2,1,1
"42618",2,1,2,2,2,2
"42619",2,1,2,2,2,2
"42620",2,1,2,2,2,2
"42621",1,1,1,1,1,1
"42622",1,2,1,2,1,1
"42623",2,1,2,2,2,2
"42624",1,2,1,2,1,1
"42625",2,1,2,2,2,2
"42626",2,1,2,2,2,2
"42627",1,2,1,2,1,1
"42628",2,2,2,2,2,1
"42629",2,1,1,2,1,2
"42630",2,1,2,2,2,1
"42631",2,1,2,2,2,1
"42632",1,1,2,1,1,1
"42633",2,1,2,2,2,2
"42634",1,2,1,2,1,1
"42635",1,1,2,1,2,1
"42636",2,1,2,2,2,2
"42637",2,1,2,2,2,2
"42638",2,1,2,2,2,2
"42639",2,1,2,2,2,2
"42640",1,2,1,2,1,2
"42641",2,1,2,2,2,2
"42642",2,1,2,2,2,2
"42643",1,2,1,1,1,1
"42644",2,1,1,2,2,1
"42645",2,1,1,2,2,2
"42646",2,1,2,2,2,1
"42647",2,1,2,1,1,1
"42648",2,2,1,2,1,1
"42649",2,1,2,2,2,2
"42650",2,2,1,1,1,2
"42651",1,2,1,1,1,1
"42652",2,1,2,2,1,1
"42653",2,1,2,2,2,2
"42654",2,1,2,2,2,2
"42655",2,1,2,2,2,2
"42656",2,1,2,1,2,2
"42657",1,1,1,1,1,1
"42658",1,1,1,1,1,2
"42659",1,2,2,2,1,1
"42660",2,1,2,2,2,2
"42661",2,1,2,2,2,1
"42662",2,1,2,1,2,2
"42663",2,2,2,2,2,1
"42664",2,1,2,1,2,2
"42665",2,1,2,2,1,2
"42666",2,1,2,2,2,1
"42667",1,1,2,1,2,2
"42668",1,2,2,1,1,2
"42669",1,1,1,1,1,1
"42670",1,2,1,2,1,1
"42671",2,1,2,2,2,2
"42672",2,1,2,2,2,1
"42673",2,1,2,2,2,2
"42674",1,1,2,2,1,1
"42675",1,1,1,1,1,1
"42676",2,1,1,2,2,2
"42677",1,1,2,2,2,2
"42678",1,1,1,1,1,1
"42679",1,2,1,2,1,1
"42680",2,1,2,2,2,2
"42681",2,2,2,2,2,2
"42682",1,1,1,1,1,1
"42683",2,1,2,2,2,2
"42684",2,1,2,2,2,2
"42685",1,2,1,1,2,2
"42686",1,2,2,2,1,1
"42687",1,1,2,1,1,2
"42688",1,2,1,2,1,1
"42689",1,2,1,1,1,1
"42690",1,1,1,1,2,1
"42691",2,1,1,2,2,1
"42692",2,2,1,2,1,2
"42693",2,1,2,2,1,1
"42694",2,1,1,2,2,2
"42695",2,1,1,1,2,2
"42696",2,1,2,2,2,2
"42697",2,1,2,2,2,2
"42698",1,1,2,1,1,1
"42699",1,2,1,1,1,1
"42700",2,1,2,1,2,2
"42701",1,1,2,1,1,1
"42702",2,1,2,2,2,2
"42703",1,2,1,2,2,1
"42704",2,1,1,2,1,1
"42705",2,1,2,2,1,2
"42706",2,1,2,2,2,2
"42707",1,2,2,2,1,2
"42708",1,2,1,2,1,1
"42709",2,1,2,2,2,2
"42710",1,1,1,1,1,1
"42711",1,2,2,2,1,1
"42712",2,1,1,2,2,1
"42713",2,1,2,2,2,2
"42714",2,1,2,2,1,1
"42715",1,2,1,2,1,1
"42716",2,1,2,2,2,2
"42717",2,1,1,2,2,2
"42718",2,1,1,2,2,2
"42719",2,1,2,2,1,2
"42720",2,1,1,2,1,2
"42721",1,1,2,1,1,2
"42722",2,1,2,2,2,2
"42723",1,2,1,1,1,1
"42724",2,1,1,2,1,2
"42725",1,1,1,1,1,1
"42726",2,1,2,2,2,2
"42727",2,1,2,2,2,2
"42728",1,1,2,1,1,1
"42729",2,1,2,2,1,1
"42730",2,1,2,2,2,2
"42731",1,1,2,1,2,2
"42732",2,1,2,2,1,1
"42733",2,1,2,1,2,2
"42734",1,1,2,1,1,2
"42735",2,1,2,2,2,2
"42736",2,1,2,2,2,1
"42737",1,2,2,2,1,1
"42738",1,1,1,1,1,1
"42739",2,1,2,2,2,2
"42740",1,1,1,1,1,1
"42741",2,1,2,2,2,2
"42742",1,2,1,2,2,1
"42743",1,1,1,1,1,1
